model,quantization,steps,guidance,strength,detector,sample_count,fake_rate,avg_confidence_on_fake_predictions,avg_confidence_overall,avg_elapsed_time
sd15,fp16,50,3.5,0.3,CLIP-D,2.0,0.5,0.7900919914245605,0.5054788663983345,0.0652964115142822
sd15,fp16,50,3.5,0.3,NPR,2.0,0.5,0.9726802110671996,0.48664492764510203,0.097411036491394
sd15,fp16,50,3.5,0.3,R50_TF,2.0,0.5,0.6029,0.48255000000000003,0.17099999999999999
sd15,fp16,50,3.5,0.45,CLIP-D,2.0,1.0,0.9368327856063843,0.9368327856063843,0.0630807876586914
sd15,fp16,50,3.5,0.45,NPR,2.0,0.5,0.9966701865196228,0.6633530110120773,0.0920561552047729
sd15,fp16,50,3.5,0.45,R50_TF,2.0,0.5,0.5548,0.46919999999999995,0.169
sd15,fp16,50,3.5,0.6,CLIP-D,2.0,1.0,0.9862613677978516,0.9862613677978516,0.0617802143096923
sd15,fp16,50,3.5,0.6,NPR,2.0,0.5,0.9984604120254515,0.5011589373461901,0.0994573831558227
sd15,fp16,50,3.5,0.6,R50_TF,2.0,0.5,0.5553,0.45805,0.17149999999999999
sd15,fp16,50,5.0,0.3,CLIP-D,2.0,0.5,0.8346058130264282,0.5406529009342194,0.06231701374053955
sd15,fp16,50,5.0,0.3,NPR,2.0,0.5,0.9886950850486756,0.4944757063203724,0.09069216251373285
sd15,fp16,50,5.0,0.3,R50_TF,2.0,0.5,0.6137,0.4933,0.172
sd15,fp16,50,5.0,0.45,CLIP-D,2.0,1.0,0.8418292701244354,0.8418292701244354,0.06308853626251221
sd15,fp16,50,5.0,0.45,NPR,2.0,0.5,0.999601662158966,0.6911031752824783,0.0953631401062011
sd15,fp16,50,5.0,0.45,R50_TF,2.0,0.5,0.568,0.47759999999999997,0.1755
sd15,fp16,50,5.0,0.6,CLIP-D,2.0,1.0,0.9753813743591309,0.9753813743591309,0.06326758861541745
sd15,fp16,50,5.0,0.6,NPR,2.0,0.5,0.9978858828544616,0.4991959721082821,0.09223067760467525
sd15,fp16,50,5.0,0.6,R50_TF,2.0,0.5,0.5644,0.4662,0.1865
sd15,fp16,50,6.5,0.3,CLIP-D,2.0,0.5,0.8813958168029785,0.6050069630146027,0.06460475921630855
sd15,fp16,50,6.5,0.3,NPR,2.0,0.5,0.9934222102165222,0.49672837801699643,0.08998644351959226
