model,quantization,steps,guidance,strength,detector,sample_count,fake_rate,avg_confidence_on_fake_predictions,avg_confidence_overall,avg_elapsed_time
sd15,fp16,50,6.5,0.3,R50_TF,2.0,0.5,0.6132,0.4965,0.173
sd15,fp16,50,6.5,0.45,CLIP-D,2.0,1.0,0.8583218157291412,0.8583218157291412,0.061915278434753404
sd15,fp16,50,6.5,0.45,NPR,2.0,0.5,0.99839586019516,0.7326672375202179,0.0942299365997314
sd15,fp16,50,6.5,0.45,R50_TF,2.0,0.5,0.5885,0.4904,0.169
sd15,fp16,50,6.5,0.6,CLIP-D,2.0,1.0,0.9283539056777954,0.9283539056777954,0.061788320541381794
sd15,fp16,50,6.5,0.6,NPR,2.0,0.5,0.9993200302124025,0.49970497320100554,0.092015266418457
sd15,fp16,50,6.5,0.6,R50_TF,2.0,0.5,0.5619,0.46595,0.1705
sd15,fp4,30,3.5,0.3,CLIP-D,2.0,0.5,0.9211280345916748,0.6087241470813751,0.0626033544540405
sd15,fp4,30,3.5,0.3,NPR,2.0,0.5,0.9695979952812196,0.49624852836132055,0.09122288227081296
sd15,fp4,30,3.5,0.3,R50_TF,2.0,0.5,0.5962,0.47875,0.173
sd15,fp4,30,3.5,0.45,CLIP-D,2.0,1.0,0.8430365920066833,0.8430365920066833,0.062136054039001395
sd15,fp4,30,3.5,0.45,NPR,2.0,0.5,0.9647339582443236,0.520100511610508,0.09000992774963376
sd15,fp4,30,3.5,0.45,R50_TF,2.0,0.5,0.5697,0.4664,0.1765
sd15,fp4,30,3.5,0.6,CLIP-D,2.0,1.0,0.984477698802948,0.984477698802948,0.06841742992401115
sd15,fp4,30,3.5,0.6,NPR,2.0,1.0,0.8871740400791168,0.8871740400791168,0.08981585502624506
sd15,fp4,30,3.5,0.6,R50_TF,2.0,0.5,0.5735,0.4612,0.172
sd15,fp4,30,5.0,0.3,CLIP-D,2.0,0.5,0.9144591093063354,0.6222725957632065,0.0624417066574096
sd15,fp4,30,5.0,0.3,NPR,2.0,0.5,0.9600307941436768,0.48771998286247253,0.09201776981353754
sd15,fp4,30,5.0,0.3,R50_TF,2.0,0.5,0.6009,0.486,0.16999999999999998
sd15,fp4,30,5.0,0.45,CLIP-D,2.0,1.0,0.7359740138053894,0.7359740138053894,0.0618023872375488
sd15,fp4,30,5.0,0.45,NPR,2.0,0.5,0.9868069291114808,0.5440892279148102,0.09253120422363281
sd15,fp4,30,5.0,0.45,R50_TF,2.0,0.5,0.5798,0.47309999999999997,0.1785
sd15,fp4,30,5.0,0.6,CLIP-D,2.0,1.0,0.9891740381717682,0.9891740381717682,0.062314987182617146
sd15,fp4,30,5.0,0.6,NPR,2.0,0.5,0.8999525308609009,0.6262953579425812,0.09170186519622794
sd15,fp4,30,5.0,0.6,R50_TF,2.0,0.5,0.5905,0.46730000000000005,0.1765
sd15,fp4,30,6.5,0.3,CLIP-D,2.0,0.5,0.9397781491279602,0.6203920990228653,0.06316173076629636
sd15,fp4,30,6.5,0.3,NPR,2.0,0.5,0.9602104425430298,0.4837724296376109,0.09241151809692374
sd15,fp4,30,6.5,0.3,R50_TF,2.0,0.5,0.603,0.48905,0.1725
sd15,fp4,30,6.5,0.45,CLIP-D,2.0,0.5,0.968083918094635,0.7041806429624557,0.06285417079925534
sd15,fp4,30,6.5,0.45,NPR,2.0,0.5,0.995156705379486,0.5316815450787543,0.09385454654693595
sd15,fp4,30,6.5,0.45,R50_TF,2.0,0.5,0.587,0.48034999999999994,0.172
sd15,fp4,30,6.5,0.6,CLIP-D,2.0,1.0,0.9866462349891663,0.9866462349891663,0.06499695777893061
sd15,fp4,30,6.5,0.6,NPR,2.0,0.5,0.8717125058174133,0.4624582529067993,0.0905143022537231
sd15,fp4,30,6.5,0.6,R50_TF,2.0,0.5,0.6266,0.4873,0.173
sd15,fp4,40,3.5,0.3,CLIP-D,2.0,0.5,0.824839174747467,0.5421339422464371,0.06520926952362055
sd15,fp4,40,3.5,0.3,NPR,2.0,0.5,0.982043445110321,0.4915089591231663,0.08982288837432856
sd15,fp4,40,3.5,0.3,R50_TF,2.0,0.5,0.6042,0.4866,0.17149999999999999
sd15,fp4,40,3.5,0.45,CLIP-D,2.0,1.0,0.8993659019470215,0.8993659019470215,0.06398665904998774
sd15,fp4,40,3.5,0.45,NPR,2.0,0.5,0.9752491116523744,0.6337052434682846,0.09623503684997556
sd15,fp4,40,3.5,0.45,R50_TF,2.0,0.5,0.5745,0.46945000000000003,0.173
sd15,fp4,40,3.5,0.6,CLIP-D,2.0,1.0,0.9870800375938416,0.9870800375938416,0.06166255474090575
sd15,fp4,40,3.5,0.6,NPR,2.0,0.5,0.9773874878883362,0.6908781975507736,0.0921393632888794
sd15,fp4,40,3.5,0.6,R50_TF,2.0,0.5,0.583,0.46714999999999995,0.17
sd15,fp4,40,5.0,0.3,CLIP-D,2.0,0.5,0.8577717542648315,0.561112716794014,0.06165301799774165
sd15,fp4,40,5.0,0.3,NPR,2.0,0.5,0.9847207069396972,0.4927059193141758,0.1001086235046386
sd15,fp4,40,5.0,0.3,R50_TF,2.0,0.5,0.6077,0.48815,0.1725
sd15,fp4,40,5.0,0.45,CLIP-D,2.0,1.0,0.8437210321426392,0.8437210321426392,0.06260931491851805
sd15,fp4,40,5.0,0.45,NPR,2.0,0.5,0.997017502784729,0.6708669066429138,0.09463429450988765
sd15,fp4,40,5.0,0.45,R50_TF,2.0,0.5,0.5928,0.4815,0.1735
sd15,fp4,40,5.0,0.6,CLIP-D,2.0,1.0,0.9826952219009399,0.9826952219009399,0.06126594543457025
sd15,fp4,40,5.0,0.6,NPR,2.0,0.5,0.9867860674858092,0.49749883729964484,0.0968135595321655
sd15,fp4,40,5.0,0.6,R50_TF,2.0,0.5,0.6099,0.48435,0.1735
sd15,fp4,40,6.5,0.3,CLIP-D,2.0,0.5,0.8953173756599426,0.5674559399485588,0.0653190612792968
sd15,fp4,40,6.5,0.3,NPR,2.0,0.5,0.9698763489723206,0.4850212945530074,0.10037314891815186
sd15,fp4,40,6.5,0.3,R50_TF,2.0,0.5,0.6118,0.49235,0.175
sd15,fp4,40,6.5,0.45,CLIP-D,2.0,1.0,0.8712140619754791,0.8712140619754791,0.0671373605728149
sd15,fp4,40,6.5,0.45,NPR,2.0,0.5,0.9971396923065186,0.6689184755086899,0.09761190414428705
sd15,fp4,40,6.5,0.45,R50_TF,2.0,0.5,0.6101,0.49129999999999996,0.176
sd15,fp4,40,6.5,0.6,CLIP-D,2.0,1.0,0.977356880903244,0.977356880903244,0.06243240833282465
sd15,fp4,40,6.5,0.6,NPR,2.0,0.5,0.979701280593872,0.4904028804739936,0.08939683437347405
sd15,fp4,40,6.5,0.6,R50_TF,2.0,0.5,0.5648,0.4564,0.177
sd15,fp4,50,3.5,0.3,CLIP-D,2.0,0.5,0.8545929789543152,0.5564509928226471,0.0620549917221069
sd15,fp4,50,3.5,0.3,NPR,2.0,0.5,0.9961018562316896,0.49808697132175445,0.0932263135910034
sd15,fp4,50,3.5,0.3,R50_TF,2.0,0.5,0.6072,0.48805,0.1695
sd15,fp4,50,3.5,0.45,CLIP-D,2.0,1.0,0.8539422452449799,0.8539422452449799,0.06267678737640375
sd15,fp4,50,3.5,0.45,NPR,2.0,0.5,0.9959076642990112,0.5114097790792584,0.09004008769989011
sd15,fp4,50,3.5,0.45,R50_TF,2.0,0.5,0.5859,0.4794,0.17049999999999998
sd15,fp4,50,3.5,0.6,CLIP-D,2.0,1.0,0.985436350107193,0.985436350107193,0.061460494995117146
sd15,fp4,50,3.5,0.6,NPR,2.0,0.5,0.989388346672058,0.5555665157735347,0.09591531753540035
sd15,fp4,50,3.5,0.6,R50_TF,2.0,0.5,0.58,0.4686,0.174
sd15,fp4,50,5.0,0.3,CLIP-D,2.0,0.5,0.8838796019554138,0.6041808426380157,0.0648008584976196
sd15,fp4,50,5.0,0.3,NPR,2.0,0.5,0.996268391609192,0.498152773046968,0.09367263317108149
sd15,fp4,50,5.0,0.3,R50_TF,2.0,0.5,0.6132,0.49324999999999997,0.177
sd15,fp4,50,5.0,0.45,CLIP-D,2.0,1.0,0.8660039603710175,0.8660039603710175,0.06361162662506101
sd15,fp4,50,5.0,0.45,NPR,2.0,0.5,0.9950026869773864,0.5023570214398204,0.0899779796600341
sd15,fp4,50,5.0,0.45,R50_TF,2.0,0.5,0.6048,0.4899,0.174
sd15,fp4,50,5.0,0.6,CLIP-D,2.0,1.0,0.9677690267562866,0.9677690267562866,0.06277227401733396
sd15,fp4,50,5.0,0.6,NPR,2.0,0.5,0.9976226687431335,0.49937692203093315,0.09349715709686274
sd15,fp4,50,5.0,0.6,R50_TF,2.0,0.5,0.5662,0.46125000000000005,0.185
sd15,fp4,50,6.5,0.3,CLIP-D,2.0,0.5,0.9116732478141784,0.605427473783493,0.0615627765655517
sd15,fp4,50,6.5,0.3,NPR,2.0,0.5,0.9688586592674256,0.4844449615811755,0.1023945808410644
sd15,fp4,50,6.5,0.3,R50_TF,2.0,0.5,0.6121,0.49405,0.173
sd15,fp4,50,6.5,0.45,CLIP-D,2.0,1.0,0.8544045388698578,0.8544045388698578,0.06816959381103516
sd15,fp4,50,6.5,0.45,NPR,2.0,0.5,0.9951240420341492,0.4991564905503764,0.0915058851242065
sd15,fp4,50,6.5,0.45,R50_TF,2.0,0.5,0.6211,0.49970000000000003,0.17099999999999999
sd15,fp4,50,6.5,0.6,CLIP-D,2.0,1.0,0.9837167263031006,0.9837167263031006,0.0634559392929077
sd15,fp4,50,6.5,0.6,NPR,2.0,0.5,0.9938446283340454,0.4969226464478993,0.09090042114257804
sd15,fp4,50,6.5,0.6,R50_TF,2.0,0.0,,0.391,0.167
sd15,fp8,30,3.5,0.3,CLIP-D,2.0,0.5,0.8955337405204773,0.565003402531147,0.06591570377349851
sd15,fp8,30,3.5,0.3,NPR,2.0,0.5,0.8715843558311462,0.47494732588529587,0.09104239940643305
sd15,fp8,30,3.5,0.3,R50_TF,2.0,0.5,0.5949,0.48195,0.172
sd15,fp8,30,3.5,0.45,CLIP-D,2.0,1.0,0.9147741198539734,0.9147741198539734,0.06372296810150145
sd15,fp8,30,3.5,0.45,NPR,2.0,0.5,0.9895529747009276,0.521910948678851,0.09086072444915766
sd15,fp8,30,3.5,0.45,R50_TF,2.0,0.5,0.5538,0.46204999999999996,0.169
sd15,fp8,30,3.5,0.6,CLIP-D,2.0,1.0,0.9883410930633546,0.9883410930633546,0.0628513097763061
sd15,fp8,30,3.5,0.6,NPR,2.0,0.5,0.9868418574333192,0.5942482948303223,0.0913656949996948
sd15,fp8,30,3.5,0.6,R50_TF,2.0,0.5,0.573,0.4644,0.17099999999999999
sd15,fp8,30,5.0,0.3,CLIP-D,2.0,0.5,0.9204809665679932,0.559801958501339,0.06295299530029294
sd15,fp8,30,5.0,0.3,NPR,2.0,0.5,0.9899052977561952,0.5574310272932053,0.09265911579132075
sd15,fp8,30,5.0,0.3,R50_TF,2.0,0.5,0.5928,0.48295,0.16999999999999998
sd15,fp8,30,5.0,0.45,CLIP-D,2.0,1.0,0.7559224963188171,0.7559224963188171,0.0634191036224365
sd15,fp8,30,5.0,0.45,NPR,2.0,0.5,0.9984834790229796,0.5572737492620944,0.09034025669097895
sd15,fp8,30,5.0,0.45,R50_TF,2.0,0.5,0.5631,0.46840000000000004,0.174
sd15,fp8,30,5.0,0.6,CLIP-D,2.0,1.0,0.9871242940425873,0.9871242940425873,0.06546759605407709
sd15,fp8,30,5.0,0.6,NPR,2.0,0.5,0.9972248077392578,0.5050463764928281,0.089903712272644
sd15,fp8,30,5.0,0.6,R50_TF,2.0,0.5,0.5927,0.47585,0.167
sd15,fp8,30,6.5,0.3,CLIP-D,2.0,0.5,0.9413156509399414,0.6089625209569931,0.06226825714111325
sd15,fp8,30,6.5,0.3,NPR,2.0,0.5,0.9744634032249452,0.5720186457037926,0.0900626182556152
sd15,fp8,30,6.5,0.3,R50_TF,2.0,0.5,0.6049,0.48895,0.173
sd15,fp8,30,6.5,0.45,CLIP-D,2.0,0.5,0.96285879611969,0.722253143787384,0.0639295578002929
sd15,fp8,30,6.5,0.45,NPR,2.0,0.5,0.9991409778594972,0.5794571489095688,0.09490561485290525
sd15,fp8,30,6.5,0.45,R50_TF,2.0,0.5,0.5739,0.47285,0.184
sd15,fp8,30,6.5,0.6,CLIP-D,2.0,1.0,0.9911103546619415,0.9911103546619415,0.06286859512329095
sd15,fp8,30,6.5,0.6,NPR,2.0,0.5,0.998205304145813,0.5019790146034211,0.0918620824813842
sd15,fp8,30,6.5,0.6,R50_TF,2.0,0.5,0.6159,0.4871,0.16999999999999998
sd15,fp8,40,3.5,0.3,CLIP-D,2.0,0.5,0.8215659856796265,0.5187012851238251,0.06141865253448485
sd15,fp8,40,3.5,0.3,NPR,2.0,0.5,0.974354326725006,0.4887614309554919,0.0908310413360595
sd15,fp8,40,3.5,0.3,R50_TF,2.0,0.5,0.6014,0.4832,0.175
sd15,fp8,40,3.5,0.45,CLIP-D,2.0,1.0,0.9555975794792175,0.9555975794792175,0.0620604753494262
sd15,fp8,40,3.5,0.45,NPR,2.0,0.5,0.998676598072052,0.5725870281457901,0.09068274497985834
sd15,fp8,40,3.5,0.45,R50_TF,2.0,0.5,0.5537,0.4659,0.16949999999999998
sd15,fp8,40,3.5,0.6,CLIP-D,2.0,1.0,0.9876672327518463,0.9876672327518463,0.061769127845764146
sd15,fp8,40,3.5,0.6,NPR,2.0,0.5,0.998708963394165,0.5018165663350374,0.09194087982177729
sd15,fp8,40,3.5,0.6,R50_TF,2.0,0.5,0.5616,0.4598,0.172
sd15,fp8,40,5.0,0.3,CLIP-D,2.0,0.5,0.8303650617599487,0.5009006038308144,0.064177393913269
sd15,fp8,40,5.0,0.3,NPR,2.0,0.5,0.980659544467926,0.49277977063320577,0.08883106708526606
sd15,fp8,40,5.0,0.3,R50_TF,2.0,0.5,0.6072,0.49219999999999997,0.17149999999999999
sd15,fp8,40,5.0,0.45,CLIP-D,2.0,1.0,0.8651497960090637,0.8651497960090637,0.0656334161758422
sd15,fp8,40,5.0,0.45,NPR,2.0,0.5,0.9985993504524232,0.6587295234203339,0.0916169881820678
sd15,fp8,40,5.0,0.45,R50_TF,2.0,0.5,0.5637,0.47265,0.1825
sd15,fp8,40,5.0,0.6,CLIP-D,2.0,1.0,0.985097736120224,0.985097736120224,0.061543464660644503
sd15,fp8,40,5.0,0.6,NPR,2.0,0.5,0.9994938373565674,0.5002360690268688,0.09193980693817136
sd15,fp8,40,5.0,0.6,R50_TF,2.0,0.5,0.5748,0.4683,0.17149999999999999
sd15,fp8,40,6.5,0.3,CLIP-D,2.0,0.5,0.9112226366996764,0.572231225669384,0.06754088401794431
sd15,fp8,40,6.5,0.3,NPR,2.0,0.5,0.9781252145767212,0.4901866560103371,0.09576928615570066
sd15,fp8,40,6.5,0.3,R50_TF,2.0,0.5,0.6083,0.49344999999999994,0.16899999999999998
sd15,fp8,40,6.5,0.45,CLIP-D,2.0,1.0,0.7711192667484283,0.7711192667484283,0.06403219699859615
sd15,fp8,40,6.5,0.45,NPR,2.0,1.0,0.8422426581382751,0.8422426581382751,0.09795296192169185
sd15,fp8,40,6.5,0.45,R50_TF,2.0,0.5,0.5771,0.48019999999999996,0.1815
sd15,fp8,40,6.5,0.6,CLIP-D,2.0,1.0,0.963039219379425,0.963039219379425,0.0654678344726562
sd15,fp8,40,6.5,0.6,NPR,2.0,0.5,0.9988151788711548,0.4995047705742763,0.095391035079956
sd15,fp8,40,6.5,0.6,R50_TF,2.0,0.5,0.5718,0.46704999999999997,0.174
sd15,fp8,50,3.5,0.3,CLIP-D,2.0,0.5,0.8477056622505188,0.522980086505413,0.0614548921585083
sd15,fp8,50,3.5,0.3,NPR,2.0,0.5,0.975900650024414,0.48883360065519804,0.09691834449768061
sd15,fp8,50,3.5,0.3,R50_TF,2.0,0.5,0.6025,0.48375,0.1705
sd15,fp8,50,3.5,0.45,CLIP-D,2.0,1.0,0.9124467968940735,0.9124467968940735,0.06189858913421625
sd15,fp8,50,3.5,0.45,NPR,2.0,0.5,0.9976061582565308,0.6406348794698715,0.09465491771697995
sd15,fp8,50,3.5,0.45,R50_TF,2.0,0.5,0.5577,0.47165,0.171
sd15,fp8,50,3.5,0.6,CLIP-D,2.0,1.0,0.9829338788986206,0.9829338788986206,0.06258869171142575
sd15,fp8,50,3.5,0.6,NPR,2.0,0.5,0.9989238381385804,0.500515071908012,0.0926045179367065
sd15,fp8,50,3.5,0.6,R50_TF,2.0,0.5,0.5564,0.45799999999999996,0.172
sd15,fp8,50,5.0,0.3,CLIP-D,2.0,0.5,0.8743236064910889,0.5460483208298683,0.06950068473815915
sd15,fp8,50,5.0,0.3,NPR,2.0,0.5,0.9910584092140198,0.49560256434779143,0.0919101238250732
sd15,fp8,50,5.0,0.3,R50_TF,2.0,0.5,0.609,0.48965000000000003,0.1775
sd15,fp8,50,5.0,0.45,CLIP-D,2.0,1.0,0.7966426908969879,0.7966426908969879,0.06663179397583
sd15,fp8,50,5.0,0.45,NPR,2.0,0.5,0.9992290735244752,0.6317689716815948,0.09037971496582031
sd15,fp8,50,5.0,0.45,R50_TF,2.0,0.5,0.5703,0.4782,0.1725
sd15,fp8,50,5.0,0.6,CLIP-D,2.0,1.0,0.9399533867835999,0.9399533867835999,0.06186914443969725
sd15,fp8,50,5.0,0.6,NPR,2.0,0.5,0.9982916712760924,0.499211537404335,0.089940071105957
sd15,fp8,50,5.0,0.6,R50_TF,2.0,0.5,0.5561,0.45895,0.173
sd15,fp8,50,6.5,0.3,CLIP-D,2.0,0.5,0.9112489819526672,0.5864348411560059,0.060910224914550753
sd15,fp8,50,6.5,0.3,NPR,2.0,0.5,0.9823203086853028,0.49117631369153975,0.0912592411041259
sd15,fp8,50,6.5,0.3,R50_TF,2.0,0.5,0.6196,0.5011,0.16949999999999998
sd15,fp8,50,6.5,0.45,CLIP-D,2.0,1.0,0.8325278162956238,0.8325278162956238,0.06283974647521966
sd15,fp8,50,6.5,0.45,NPR,2.0,1.0,0.7993072271347046,0.7993072271347046,0.0930588245391845
sd15,fp8,50,6.5,0.45,R50_TF,2.0,0.5,0.5911,0.49105,0.175
sd15,fp8,50,6.5,0.6,CLIP-D,2.0,1.0,0.8870290517807007,0.8870290517807007,0.0616453886032104
sd15,fp8,50,6.5,0.6,NPR,2.0,0.5,0.9996342658996582,0.49983877244449104,0.0957856178283691
sd15,fp8,50,6.5,0.6,R50_TF,2.0,0.5,0.5541,0.46075,0.1745
sd3,fp16,30,3.5,0.3,CLIP-D,2.0,0.5,0.9274594187736512,0.46559657854959374,0.06129574775695795
sd3,fp16,30,3.5,0.3,NPR,2.0,0.5,0.9988436698913574,0.49942183494567877,0.09099960327148435
sd3,fp16,30,3.5,0.3,R50_TF,2.0,0.0,,0.40365,0.1665
sd3,fp16,30,3.5,0.45,CLIP-D,2.0,0.5,0.5716124176979065,0.286175497167278,0.0612450838088989
sd3,fp16,30,3.5,0.45,NPR,2.0,0.5,0.9968459010124208,0.4984229505062222,0.0955262184143066
sd3,fp16,30,3.5,0.45,R50_TF,2.0,0.0,,0.39925,0.1705
sd3,fp16,30,3.5,0.6,CLIP-D,2.0,0.5,0.9455517530441284,0.5403697937726974,0.06335306167602535
sd3,fp16,30,3.5,0.6,NPR,2.0,0.5,0.9903498888015748,0.49517494441176907,0.0884642601013183
sd3,fp16,30,3.5,0.6,R50_TF,2.0,0.0,,0.40585,0.16999999999999998
sd3,fp16,30,5.0,0.3,CLIP-D,2.0,0.5,0.8710165619850159,0.44153801631182427,0.062467455863952595
sd3,fp16,30,5.0,0.3,NPR,2.0,0.5,0.999772846698761,0.4998864233493807,0.0977861881256103
sd3,fp16,30,5.0,0.3,R50_TF,2.0,0.0,,0.405,0.1735
sd3,fp16,30,5.0,0.45,CLIP-D,2.0,0.5,0.7696458697319031,0.38816417683847243,0.0643112659454345
sd3,fp16,30,5.0,0.45,NPR,2.0,0.5,0.9975715279579164,0.49878576397897434,0.092974305152893
sd3,fp16,30,5.0,0.45,R50_TF,2.0,0.0,,0.4001,0.173
sd3,fp16,30,5.0,0.6,CLIP-D,2.0,0.5,0.9936152696609496,0.5792503505945205,0.06234872341156
sd3,fp16,30,5.0,0.6,NPR,2.0,0.5,0.962648630142212,0.48132431508144435,0.09395754337310785
sd3,fp16,30,5.0,0.6,R50_TF,2.0,0.0,,0.41005,0.171
sd3,fp16,30,6.5,0.3,CLIP-D,2.0,0.5,0.9254195690155028,0.46955204149708146,0.0648133754730224
sd3,fp16,30,6.5,0.3,NPR,2.0,0.5,0.9997724890708924,0.49988624453544656,0.09573960304260246
sd3,fp16,30,6.5,0.3,R50_TF,2.0,0.0,,0.40425,0.174
sd3,fp16,30,6.5,0.45,CLIP-D,2.0,0.5,0.9209692478179932,0.46131424873601645,0.06451869010925285
sd3,fp16,30,6.5,0.45,NPR,2.0,0.5,0.9927247762680054,0.4963623881340039,0.09095561504364011
sd3,fp16,30,6.5,0.45,R50_TF,2.0,0.0,,0.39985000000000004,0.172
sd3,fp16,30,6.5,0.6,CLIP-D,2.0,1.0,0.953315943479538,0.953315943479538,0.06296324729919425
sd3,fp16,30,6.5,0.6,NPR,2.0,0.5,0.9969232678413392,0.49846163395941684,0.09267640113830565
sd3,fp16,30,6.5,0.6,R50_TF,2.0,0.0,,0.41735,0.1675
sd3,fp16,40,3.5,0.3,CLIP-D,2.0,0.5,0.815309464931488,0.40897790214512497,0.06446695327758785
sd3,fp16,40,3.5,0.3,NPR,2.0,0.5,0.9874309301376344,0.4937154650688178,0.09029948711395261
sd3,fp16,40,3.5,0.3,R50_TF,2.0,0.0,,0.39435,0.17049999999999998
sd3,fp16,40,3.5,0.45,CLIP-D,2.0,0.5,0.762579083442688,0.38170498382532964,0.0616176128387451
sd3,fp16,40,3.5,0.45,NPR,2.0,0.5,0.8830262422561646,0.44151312112880914,0.08930063247680661
sd3,fp16,40,3.5,0.45,R50_TF,2.0,0.0,,0.3908,0.178
sd3,fp16,40,3.5,0.6,CLIP-D,2.0,0.5,0.961084485054016,0.5133931152522563,0.0610523223876953
sd3,fp16,40,3.5,0.6,NPR,2.0,0.0,,0.10015288073359596,0.09080934524536124
sd3,fp16,40,3.5,0.6,R50_TF,2.0,0.0,,0.3984,0.1745
sd3,fp16,40,5.0,0.3,CLIP-D,2.0,0.5,0.9070212841033936,0.46001202613115305,0.06109714508056635
sd3,fp16,40,5.0,0.3,NPR,2.0,0.5,0.9941896200180054,0.49709481000900574,0.09152793884277341
sd3,fp16,40,5.0,0.3,R50_TF,2.0,0.0,,0.39680000000000004,0.168
sd3,fp16,40,5.0,0.45,CLIP-D,2.0,0.5,0.7104385495185852,0.35557486111065373,0.0618331432342529
sd3,fp16,40,5.0,0.45,NPR,2.0,0.5,0.9803907871246338,0.4901953935624891,0.0913087129592895
sd3,fp16,40,5.0,0.45,R50_TF,2.0,0.0,,0.39315,0.16999999999999998
sd3,fp16,40,5.0,0.6,CLIP-D,2.0,1.0,0.8224152326583862,0.8224152326583862,0.0661624670028686
sd3,fp16,40,5.0,0.6,NPR,2.0,0.0,,0.23727068406969187,0.0958303213119506
sd3,fp16,40,5.0,0.6,R50_TF,2.0,0.0,,0.39475000000000005,0.1755
sd3,fp16,40,6.5,0.3,CLIP-D,2.0,0.5,0.8885286450386047,0.44706636969931424,0.06285238265991205
sd3,fp16,40,6.5,0.3,NPR,2.0,0.5,0.9985924363136292,0.4992962181568154,0.0916383266448974
sd3,fp16,40,6.5,0.3,R50_TF,2.0,0.0,,0.39525,0.1755
sd3,fp16,40,6.5,0.45,CLIP-D,2.0,0.5,0.6445336937904358,0.3230488953413441,0.061638116836547796
sd3,fp16,40,6.5,0.45,NPR,2.0,0.5,0.99729722738266,0.49864861369146185,0.0942083597183227
sd3,fp16,40,6.5,0.45,R50_TF,2.0,0.0,,0.39280000000000004,0.1735
sd3,fp16,40,6.5,0.6,CLIP-D,2.0,1.0,0.9044263064861298,0.9044263064861298,0.061569929122924805
sd3,fp16,40,6.5,0.6,NPR,2.0,0.5,0.9063144326210022,0.45315721633321243,0.0904326438903808
sd3,fp16,40,6.5,0.6,R50_TF,2.0,0.0,,0.40025,0.166
sd3,fp16,50,3.5,0.3,CLIP-D,2.0,0.5,0.8738459944725037,0.43837727303616697,0.06385588645935056
sd3,fp16,50,3.5,0.3,NPR,2.0,0.5,0.991722047328949,0.49586102366447576,0.09329485893249505
sd3,fp16,50,3.5,0.3,R50_TF,2.0,0.0,,0.39725,0.17149999999999999
sd3,fp16,50,3.5,0.45,CLIP-D,2.0,0.5,0.6515766978263855,0.32605440216138953,0.061927318572998
sd3,fp16,50,3.5,0.45,NPR,2.0,0.5,0.9303265810012816,0.4651632905043073,0.09155774116516105
sd3,fp16,50,3.5,0.45,R50_TF,2.0,0.0,,0.3873,0.17149999999999999
sd3,fp16,50,3.5,0.6,CLIP-D,2.0,0.5,0.8813051581382751,0.5046980753540993,0.061301469802856404
sd3,fp16,50,3.5,0.6,NPR,2.0,0.0,,0.18119819687771874,0.08840143680572504
sd3,fp16,50,3.5,0.6,R50_TF,2.0,0.0,,0.3891,0.17149999999999999
sd3,fp16,50,5.0,0.3,CLIP-D,2.0,0.5,0.8016860485076904,0.4033791942056268,0.0650414228439331
sd3,fp16,50,5.0,0.3,NPR,2.0,0.5,0.9971713423728944,0.4985856711864609,0.0903571844100952
sd3,fp16,50,5.0,0.3,R50_TF,2.0,0.0,,0.39165,0.1725
sd3,fp16,50,5.0,0.45,CLIP-D,2.0,0.5,0.5955089926719666,0.2980496677919291,0.06622099876403806
sd3,fp16,50,5.0,0.45,NPR,2.0,0.5,0.9167786240577698,0.45838931203449534,0.0915477275848388
sd3,fp16,50,5.0,0.45,R50_TF,2.0,0.0,,0.38415,0.1675
sd3,fp16,50,5.0,0.6,CLIP-D,2.0,0.5,0.985996961593628,0.6054186299443245,0.06364858150482175
sd3,fp16,50,5.0,0.6,NPR,2.0,0.0,,0.03509738660207406,0.09128701686859125
sd3,fp16,50,5.0,0.6,R50_TF,2.0,0.0,,0.38955,0.172
sd3,fp16,50,6.5,0.3,CLIP-D,2.0,0.5,0.8879560828208923,0.44740026420913637,0.0622792243957519
sd3,fp16,50,6.5,0.3,NPR,2.0,0.5,0.999876856803894,0.49993842840195485,0.09097325801849365
sd3,fp16,50,6.5,0.3,R50_TF,2.0,0.0,,0.3933,0.1755
sd3,fp16,50,6.5,0.45,CLIP-D,2.0,0.5,0.7585333585739136,0.38006053742719814,0.06598722934722895
sd3,fp16,50,6.5,0.45,NPR,2.0,0.5,0.8817716836929321,0.44088584184700186,0.0920760631561279
sd3,fp16,50,6.5,0.45,R50_TF,2.0,0.0,,0.38485,0.1765
sd3,fp16,50,6.5,0.6,CLIP-D,2.0,1.0,0.8668580949306488,0.8668580949306488,0.0644855499267578
sd3,fp16,50,6.5,0.6,NPR,2.0,0.5,0.8074638843536377,0.40373194220495073,0.0885443687438964
sd3,fp16,50,6.5,0.6,R50_TF,2.0,0.0,,0.3944,0.1785
sd3,fp4,30,3.5,0.3,CLIP-D,2.0,1.0,0.8151334524154663,0.8151334524154663,0.06220138072967525
sd3,fp4,30,3.5,0.3,NPR,2.0,0.5,0.9983124732971193,0.49915623664855974,0.0929632186889648
sd3,fp4,30,3.5,0.3,R50_TF,2.0,0.0,,0.41685,0.17149999999999999
sd3,fp4,30,3.5,0.45,CLIP-D,2.0,1.0,0.9443826973438263,0.9443826973438263,0.06327867507934565
sd3,fp4,30,3.5,0.45,NPR,2.0,0.5,0.9897644519805908,0.4948822259902991,0.09555447101593015
sd3,fp4,30,3.5,0.45,R50_TF,2.0,0.0,,0.4225,0.18
